TITLE     = "Particles in 3D"
VARIABLES = "X" "Y" "Z" "UP" "VP" "WP" "MASS" "WT" "WTD" "DPM" "XN" "YN" "ZN" "SRCNUM
ZONE T="     0.0 seconds"
I=         4, J=1, K=1,F=POINT
DT=(SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE)
   107.765    89.176     0.467     0.220     0.412    -0.224  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.884    31.779     1.895    -1.336     1.065     0.421  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.182    46.617     0.799     0.247     0.593    -0.235  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.876   108.200     1.194     0.472     0.404    -0.548  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.293    30.680     1.053     0.540     0.420     0.079  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.022    56.598     1.087    -0.977     0.437     0.018  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.363    31.133     2.287     0.315    -0.191     0.288  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.273   103.860     0.663    -0.063     0.873    -0.366  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.936   109.549     2.712    -0.647    -0.481     0.086  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.677    88.081     2.125    -0.064     0.725    -0.093  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.232    94.236     2.025     0.715     0.802     0.420  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.241   106.508     1.331     0.401     1.114    -0.054  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.743    46.109     0.791    -0.758     0.737    -0.023  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.351    65.363     2.604     0.376     0.396     0.468  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   110.683    28.471     2.256     0.830    -0.073     0.256  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.947    73.464     0.708    -0.199     0.269     0.277  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.630   103.646     1.866     0.074     0.410    -0.223  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.054    56.109     1.526    -0.169     0.007    -0.074  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.272    33.476     2.178    -0.912    -0.663     0.086  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   111.081    44.247     1.162     0.774    -1.367     0.460  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.156   108.013     0.848    -0.324    -0.503     0.180  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.785    29.633     1.741     0.692    -1.970    -0.018  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.272   115.619     1.169     0.529     0.590    -0.604  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.967    74.552     0.527    -0.204    -1.382     0.126  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.926    76.828     0.963    -1.055    -0.587     0.878  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.639    77.767     1.761    -0.813    -0.461     0.308  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.901   108.094     0.501     0.456     0.228     0.172  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.068    79.335     2.126     0.222    -0.734     0.124  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.544    97.495     0.380     0.732     0.892    -0.065  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.680    42.003     1.069     0.060     0.548     0.015  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.892    47.013     1.672     0.430     0.389     0.153  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.883    57.022     2.656    -0.583    -0.666     0.511  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.881   105.308     0.494    -0.222    -1.203     0.436  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.335    93.567     1.543    -0.983    -0.859    -0.068  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.351    80.487     0.236     0.092    -0.267    -0.031  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.437    49.262     0.942    -0.128     0.080    -0.534  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.959    60.453     1.490    -0.031     0.876    -0.099  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.940    59.404     1.423     0.573    -1.378     0.084  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.694    85.200     1.188    -0.479     1.042    -0.009  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.838    86.645     1.259     0.686    -0.468    -0.005  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   110.340    80.385     2.215     0.176    -0.482     0.258  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.974    79.989     1.228     0.075    -0.351    -0.204  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.572    49.012     1.640     0.515    -0.289    -0.025  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.635   109.077     1.861     1.030     0.206     0.346  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.770   125.100     0.894     0.296     0.770    -0.263  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.638   101.720     1.453    -0.507    -0.779     0.171  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.539   105.191     1.518    -0.048    -0.407     0.136  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.512    75.260     1.589    -0.059     1.014    -0.243  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.431    42.647     1.127     0.013    -0.814     0.190  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.031    90.782     1.771    -0.887    -0.328     0.167  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.711    91.407     1.110     0.367     1.204    -0.005  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.340    67.943     3.269     1.215    -0.642     0.668  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.182    57.935     0.333     0.477     0.792     0.623  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.933    28.381     1.703    -0.227     0.036    -0.377  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.672    86.588     2.165     0.614     0.195     0.659  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.053   104.920     0.803     0.081     0.275    -0.201  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.367    79.941     1.601     0.937    -0.906    -0.012  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.495    59.760     1.951    -0.540     0.425     0.470  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.308    54.636     0.167    -0.487    -1.824     0.900  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.300   117.889     2.963    -0.685     0.360     0.765  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.843    34.395     2.106     0.227     0.453     0.463  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.963   101.941     0.460     0.609    -0.357     0.371  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.193    59.755     0.938     0.278     0.826     0.237  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.404    65.316     1.903    -0.445     0.043     0.055  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.918    99.045     2.109     0.532    -0.238     0.103  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.392   115.918     1.358     1.442    -1.136    -0.113  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.984   116.165     1.497    -0.006     0.053    -0.101  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.750    50.173     2.002    -0.407    -1.043     0.004  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.935    40.529     1.445    -0.307     0.432     0.360  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.151   104.825     1.856     0.325    -0.131     0.061  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.572    54.172     0.891     0.276     0.225     0.073  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.514    49.229     0.310     0.038     0.051     0.247  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.362    79.772     0.500     0.803     0.848     0.050  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.766    31.275     0.997    -0.732    -0.412     0.231  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.433    98.019     1.478     0.646    -1.198     0.342  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.910   113.840     0.210    -0.522    -1.364     0.281  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.344    59.792     0.203     0.051     0.384     0.310  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.950    89.862     1.382     0.544    -0.128    -0.309  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.563    99.618     0.912    -0.007     0.740    -0.408  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.594    91.109     0.841    -0.039     0.255    -0.282  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   110.932   115.032     1.518     0.581     0.726    -0.430  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.136    71.843     1.636    -1.246     0.147     0.084  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.096    35.960     1.217     0.503    -0.188     0.190  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.974    64.126     0.397    -0.065     0.281    -0.150  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.519   107.707     0.886     0.134     0.182    -0.600  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.368    48.803     1.131    -0.260    -0.453     0.233  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.961   124.959     0.909    -0.249     1.104     0.167  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.020    28.164     0.962    -0.897     0.627     0.336  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.190   119.540     0.846    -1.209     0.346    -0.422  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.276    29.680     1.634     0.577    -0.287    -0.195  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.283   118.028     2.582    -0.195    -0.688     0.722  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.010   105.601     0.524     0.073     0.175    -0.046  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.138   116.888     2.571     0.564     0.773     0.133  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.370    63.323     1.533    -0.442    -0.353     0.711  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.270    88.218     0.482    -0.225     1.050    -0.689  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   110.612    29.843     1.830     0.771     0.703     0.060  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.061    83.833     2.039    -0.441    -0.434     0.308  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.072    89.025     0.677    -0.800    -0.040     0.235  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.631   123.307     1.560     0.141    -0.465     0.400  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.444    47.946     0.809    -0.472     0.329     0.224  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.536    70.833     1.009    -2.188     0.464    -0.181  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.174    47.112     0.782     0.707     0.641     0.035  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   108.044    46.280     1.535     0.126    -1.233    -0.094  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.791    82.016     1.708     0.515     0.288     0.158  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.713    79.218     1.453     0.557    -0.369    -0.435  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.269    86.360     0.970    -0.136    -1.441     0.494  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.164   102.918     0.233    -0.452     0.827    -0.494  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   110.411    75.351     1.739     0.291    -0.002    -0.032  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.863    45.664     0.946    -0.361    -0.301     0.008  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.848   103.223     0.589     0.216    -1.189     0.410  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.227    61.138     1.519    -0.280    -0.692    -0.365  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   109.211   112.356     1.151    -0.231     0.512    -0.846  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   107.328    70.705     1.084    -0.651     0.126     0.196  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.993    72.841     2.077    -0.635     0.504     0.088  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   110.155    92.597     1.961     0.750    -0.364    -0.089  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   110.220    91.277     0.874     0.507     1.037     0.054  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   105.596    94.295     1.636     0.178     0.820     0.195  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   104.908    73.871     2.952    -0.236     0.277     0.490  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
   106.085    44.841     1.078    -1.297     0.861    -0.049  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        4.
